TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
GSW,GSW vs. MIL,03/16/2012,L,240,98,35,79,44.3,10,22,45.5,18,20,90.0,7,28,35,23,6,3,12,17,-22
PHI,PHI vs. MIA,03/16/2012,L,240,78,33,93,35.5,5,18,27.8,7,14,50.0,17,37,54,20,12,8,14,17,-6
MIA,MIA @ PHI,03/16/2012,W,240,84,35,74,47.3,4,12,33.3,10,19,52.6,6,36,42,25,10,7,16,11,6
WAS,WAS @ NOH,03/15/2012,W,240,99,39,75,52.0,6,18,33.3,15,17,88.2,7,31,38,20,7,8,15,18,10
NOH,NOH vs. WAS,03/15/2012,L,240,89,34,75,45.3,4,14,28.6,17,19,89.5,8,23,31,22,8,3,13,14,-10
DEN,DEN vs. OKC,03/15/2012,L,240,90,34,78,43.6,5,22,22.7,17,25,68.0,10,33,43,21,6,2,16,19,-13
OKC,OKC @ DEN,03/15/2012,W,240,103,36,79,45.6,12,25,48.0,19,24,79.2,8,31,39,22,7,9,13,23,13
CHA,CHA @ DAL,03/15/2012,L,240,96,35,84,41.7,8,21,38.1,18,20,90.0,9,32,41,21,8,2,12,22,-5
DAL,DAL vs. CHA,03/15/2012,W,240,101,38,84,45.2,9,25,36.0,16,21,76.2,13,33,46,20,6,8,12,17,5
UTA,UTA vs. MIN,03/15/2012,W,265,111,43,103,41.7,5,13,38.5,20,27,74.1,17,38,55,22,13,6,11,23,6
MIN,MIN @ UTA,03/15/2012,L,265,105,36,83,43.4,9,27,33.3,24,33,72.7,9,38,47,22,8,5,18,22,-6
LAC,LAC vs. PHX,03/15/2012,L,240,87,39,85,45.9,4,16,25.0,5,12,41.7,15,28,43,25,5,5,10,19,-4
PHX,PHX @ LAC,03/15/2012,W,240,91,32,78,41.0,9,24,37.5,18,23,78.3,10,27,37,19,7,6,10,12,4
SAS,SAS vs. ORL,03/14/2012,W,240,122,43,83,51.8,13,26,50.0,23,27,85.2,11,34,45,27,2,3,6,14,11
ORL,ORL @ SAS,03/14/2012,L,240,111,45,86,52.3,11,27,40.7,10,16,62.5,8,30,38,20,3,7,8,20,-11
NOH,NOH vs. LAL,03/14/2012,L,265,101,44,85,51.8,3,10,30.0,10,13,76.9,5,29,34,25,8,7,15,30,-6
LAL,LAL @ NOH,03/14/2012,W,265,107,37,82,45.1,5,19,26.3,28,35,80.0,11,33,44,24,12,3,19,16,6
DET,DET @ SAC,03/14/2012,W,240,124,50,86,58.1,8,13,61.5,16,20,80.0,10,27,37,29,6,2,10,20,12
SAC,SAC vs. DET,03/14/2012,L,240,112,45,87,51.7,5,19,26.3,17,24,70.8,13,24,37,25,8,4,13,21,-12
MIL,MIL vs. CLE,03/14/2012,W,240,115,46,86,53.5,7,23,30.4,16,21,76.2,16,33,49,38,10,6,17,20,10
CLE,CLE @ MIL,03/14/2012,L,240,105,38,85,44.7,11,24,45.8,18,25,72.0,11,23,34,21,12,3,14,19,-10
IND,IND vs. PHI,03/14/2012,W,240,111,43,76,56.6,7,17,41.2,18,22,81.8,9,28,37,23,4,6,8,8,17
PHI,PHI @ IND,03/14/2012,L,240,94,40,76,52.6,6,13,46.2,8,10,80.0,5,21,26,25,6,6,9,21,-17
CHA,CHA @ HOU,03/14/2012,L,240,87,33,81,40.7,4,12,33.3,17,19,89.5,4,26,30,25,12,7,14,16,-20
HOU,HOU vs. CHA,03/14/2012,W,240,107,45,84,53.6,6,9,66.7,11,17,64.7,10,36,46,27,9,5,18,16,20
ATL,ATL @ LAC,03/14/2012,L,240,82,29,68,42.6,8,25,32.0,16,20,80.0,7,27,34,21,5,2,16,15,-14
LAC,LAC vs. ATL,03/14/2012,W,240,96,38,70,54.3,10,20,50.0,10,17,58.8,7,29,36,20,11,5,12,19,14
NJN,NJN vs. TOR,03/14/2012,W,240,98,38,79,48.1,7,17,41.2,15,17,88.2,12,36,48,20,9,6,17,20,14
TOR,TOR @ NJN,03/14/2012,L,240,84,31,81,38.3,1,10,10.0,21,25,84.0,12,25,37,22,7,5,12,14,-14
PHX,PHX vs. UTA,03/14/2012,W,240,120,44,78,56.4,9,19,47.4,23,32,71.9,3,31,34,29,8,6,13,14,9
UTA,UTA @ PHX,03/14/2012,L,240,111,47,90,52.2,5,13,38.5,12,17,70.6,10,32,42,22,8,3,12,23,-9
POR,POR @ NYK,03/14/2012,L,240,79,28,75,37.3,5,17,29.4,18,23,78.3,16,22,38,11,14,4,27,20,-42
NYK,NYK vs. POR,03/14/2012,W,240,121,43,80,53.8,19,38,50.0,16,26,61.5,11,31,42,35,12,0,20,19,42
MIA,MIA @ CHI,03/14/2012,L,240,102,38,85,44.7,6,12,50.0,20,23,87.0,11,23,34,17,8,5,10,23,-4
CHI,CHI vs. MIA,03/14/2012,W,240,106,36,77,46.8,10,19,52.6,24,26,92.3,14,36,50,20,3,8,16,21,4
BOS,BOS @ GSW,03/14/2012,W,240,105,40,78,51.3,6,13,46.2,19,21,90.5,10,27,37,32,11,3,18,13,2
GSW,GSW vs. BOS,03/14/2012,L,240,103,41,78,52.6,5,21,23.8,16,19,84.2,8,25,33,25,11,3,17,18,-2
HOU,HOU @ OKC,03/13/2012,W,240,104,41,89,46.1,10,24,41.7,12,14,85.7,11,26,37,25,7,6,11,17,1
OKC,OKC vs. HOU,03/13/2012,L,240,103,39,84,46.4,8,23,34.8,17,22,77.3,15,32,47,22,4,4,16,16,-1
MEM,MEM vs. LAL,03/13/2012,L,290,111,52,116,44.8,2,19,10.5,5,5,100.0,14,33,47,26,15,2,8,27,-5
LAL,LAL @ MEM,03/13/2012,W,290,116,41,83,49.4,6,20,30.0,28,34,82.4,6,45,51,24,4,5,18,12,5
ATL,ATL @ DEN,03/13/2012,L,265,117,43,92,46.7,14,29,48.3,17,19,89.5,11,28,39,30,7,2,13,19,-1
DEN,DEN vs. ATL,03/13/2012,W,265,118,45,87,51.7,7,20,35.0,21,26,80.8,9,34,43,30,6,4,14,20,1
GSW,GSW @ SAC,03/13/2012,W,240,115,46,91,50.5,12,24,50.0,11,15,73.3,9,36,45,20,9,6,7,21,26
SAC,SAC vs. GSW,03/13/2012,L,240,89,33,82,40.2,7,19,36.8,16,21,76.2,10,34,44,11,4,3,14,15,-26
WAS,WAS @ DAL,03/13/2012,L,240,98,35,80,43.8,2,12,16.7,26,38,68.4,10,29,39,18,7,3,10,17,-9
DAL,DAL vs. WAS,03/13/2012,W,240,107,44,87,50.6,6,22,27.3,13,15,86.7,11,40,51,22,8,3,12,31,9
POR,POR @ IND,03/13/2012,L,240,75,20,64,31.3,5,22,22.7,30,38,78.9,6,32,38,5,5,4,15,14,-17
IND,IND vs. POR,03/13/2012,W,240,92,40,82,48.8,4,11,36.4,8,15,53.3,9,41,50,24,11,1,12,25,17
CLE,CLE vs. TOR,03/13/2012,L,240,88,29,76,38.2,3,15,20.0,27,33,81.8,8,26,34,20,7,3,8,22,-8
TOR,TOR @ CLE,03/13/2012,W,240,96,37,74,50.0,8,19,42.1,14,21,66.7,14,31,45,25,3,9,14,29,8
MIA,MIA @ ORL,03/13/2012,L,265,98,40,91,44.0,8,23,34.8,10,11,90.9,8,28,36,21,15,6,16,30,-6
ORL,ORL vs. MIA,03/13/2012,W,265,104,36,73,49.3,11,28,39.3,21,37,56.8,11,35,46,19,14,2,24,15,6
CHA,CHA @ NOH,03/12/2012,W,240,73,34,79,43.0,0,12,0.0,5,7,71.4,11,36,47,16,10,7,19,10,2
NOH,NOH vs. CHA,03/12/2012,L,240,71,30,78,38.5,5,12,41.7,6,7,85.7,9,28,37,23,9,6,17,11,-2
DET,DET @ UTA,03/12/2012,L,240,90,34,71,47.9,3,12,25.0,19,28,67.9,5,24,29,18,7,5,14,19,-15
UTA,UTA vs. DET,03/12/2012,W,240,105,39,72,54.2,7,11,63.6,20,26,76.9,7,31,38,24,10,2,17,23,15
BOS,BOS @ LAC,03/12/2012,W,240,94,33,67,49.3,5,13,38.5,23,27,85.2,6,25,31,24,8,5,14,24,9
LAC,LAC vs. BOS,03/12/2012,L,240,85,31,83,37.3,5,23,21.7,18,21,85.7,20,25,45,16,10,2,18,26,-9
NJN,NJN vs. MIL,03/12/2012,L,240,99,37,76,48.7,4,17,23.5,21,29,72.4,5,34,39,14,8,4,16,17,-6
MIL,MIL @ NJN,03/12/2012,W,240,105,43,92,46.7,10,25,40.0,9,11,81.8,9,30,39,32,8,2,12,19,6
MIN,MIN @ PHX,03/12/2012,W,240,127,50,89,56.2,14,22,63.6,13,21,61.9,12,27,39,30,4,3,11,22,3
PHX,PHX vs. MIN,03/12/2012,L,240,124,46,89,51.7,9,21,42.9,23,29,79.3,10,27,37,24,7,7,7,19,-3
NYK,NYK @ CHI,03/12/2012,L,240,99,37,80,46.3,3,11,27.3,22,31,71.0,9,29,38,21,7,13,13,21,-5
CHI,CHI vs. NYK,03/12/2012,W,240,104,40,93,43.0,5,14,35.7,19,28,67.9,22,34,56,25,7,5,13,21,5
SAS,SAS vs. WAS,03/12/2012,W,240,112,47,87,54.0,8,22,36.4,10,19,52.6,12,34,46,30,6,2,10,13,15
WAS,WAS @ SAS,03/12/2012,L,240,97,39,87,44.8,8,17,47.1,11,14,78.6,12,29,41,21,6,5,10,15,-15
TOR,TOR vs. MIL,03/11/2012,L,240,99,40,86,46.5,4,13,30.8,15,19,78.9,13,30,43,23,7,1,13,30,-6
MIL,MIL @ TOR,03/11/2012,W,240,105,35,73,47.9,6,18,33.3,29,35,82.9,8,28,36,26,6,4,13,18,6
MEM,MEM @ DEN,03/11/2012,W,240,94,37,73,50.7,5,15,33.3,15,23,65.2,8,25,33,23,10,9,21,22,3
DEN,DEN vs. MEM,03/11/2012,L,240,91,32,79,40.5,4,9,44.4,23,30,76.7,17,30,47,22,13,4,24,19,-3
SAC,SAC vs. ATL,03/11/2012,L,240,99,38,82,46.3,10,29,34.5,13,17,76.5,9,27,36,19,10,5,16,21,-7
ATL,ATL @ SAC,03/11/2012,W,240,106,42,82,51.2,7,21,33.3,15,23,65.2,11,34,45,23,14,5,17,16,7
CLE,CLE vs. HOU,03/11/2012,W,240,118,39,82,47.6,11,20,55.0,29,36,80.6,10,31,41,25,6,4,14,21,11
HOU,HOU @ CLE,03/11/2012,L,240,107,44,86,51.2,8,17,47.1,11,17,64.7,9,30,39,25,5,6,13,25,-11
IND,IND @ ORL,03/11/2012,L,240,94,39,82,47.6,1,12,8.3,15,18,83.3,9,27,36,15,8,2,12,25,-13
ORL,ORL vs. IND,03/11/2012,W,240,107,37,79,46.8,10,27,37.0,23,30,76.7,10,30,40,22,7,4,13,14,13
LAC,LAC vs. GSW,03/11/2012,L,240,93,34,79,43.0,6,19,31.6,19,35,54.3,16,26,42,21,11,7,14,20,-4
GSW,GSW @ LAC,03/11/2012,W,240,97,36,70,51.4,8,15,53.3,17,21,81.0,6,31,37,22,6,6,17,26,4
NYK,NYK vs. PHI,03/11/2012,L,240,94,33,80,41.3,7,17,41.2,21,26,80.8,11,31,42,16,8,4,18,19,-12
PHI,PHI @ NYK,03/11/2012,W,240,106,40,79,50.6,5,9,55.6,21,26,80.8,7,35,42,18,12,5,14,21,12
LAL,LAL vs. BOS,03/11/2012,W,240,97,36,71,50.7,8,16,50.0,17,26,65.4,8,34,42,25,8,3,18,16,3
BOS,BOS @ LAL,03/11/2012,L,240,94,39,83,47.0,6,17,35.3,10,12,83.3,9,25,34,33,11,8,12,21,-3
OKC,OKC vs. CHA,03/10/2012,W,240,122,46,73,63.0,10,23,43.5,20,26,76.9,6,33,39,27,8,13,14,19,27
CHA,CHA @ OKC,03/10/2012,L,240,95,36,88,40.9,7,14,50.0,16,19,84.2,15,22,37,24,8,2,11,16,-27
WAS,WAS vs. POR,03/10/2012,L,240,99,39,82,47.6,5,16,31.3,16,25,64.0,12,27,39,17,3,1,9,22,-11
POR,POR @ WAS,03/10/2012,W,240,110,40,78,51.3,4,17,23.5,26,27,96.3,9,32,41,19,4,5,7,20,11
MIN,MIN vs. NOH,03/10/2012,L,240,89,33,80,41.3,5,23,21.7,18,25,72.0,16,31,47,19,5,4,17,19,-6
NOH,NOH @ MIN,03/10/2012,W,240,95,39,85,45.9,3,7,42.9,14,16,87.5,8,28,36,28,7,3,12,22,6
TOR,TOR @ DET,03/10/2012,L,240,86,29,73,39.7,5,21,23.8,23,25,92.0,7,26,33,16,7,2,14,19,-19
DET,DET vs. TOR,03/10/2012,W,240,105,39,74,52.7,7,21,33.3,20,25,80.0,7,32,39,22,10,4,13,23,19
IND,IND @ MIA,03/10/2012,L,265,91,33,88,37.5,7,17,41.2,18,25,72.0,17,23,40,17,9,4,13,28,-2
MIA,MIA vs. IND,03/10/2012,W,265,93,35,75,46.7,3,13,23.1,20,31,64.5,16,35,51,17,8,9,20,24,2
NJN,NJN vs. HOU,03/10/2012,L,240,106,43,81,53.1,9,24,37.5,11,14,78.6,11,23,34,21,3,3,9,17,-6
HOU,HOU @ NJN,03/10/2012,W,240,112,46,82,56.1,9,16,56.3,11,14,78.6,10,25,35,28,2,6,9,14,6
MEM,MEM @ PHX,03/10/2012,L,240,91,36,86,41.9,5,14,35.7,14,19,73.7,9,27,36,27,10,3,8,16,-7
PHX,PHX vs. MEM,03/10/2012,W,240,98,41,86,47.7,4,11,36.4,12,15,80.0,16,36,52,24,4,6,16,15,7
UTA,UTA @ CHI,03/10/2012,L,240,97,40,85,47.1,0,3,0.0,17,22,77.3,14,17,31,24,9,4,13,14,-14
CHI,CHI vs. UTA,03/10/2012,W,240,111,43,77,55.8,7,18,38.9,18,24,75.0,14,28,42,31,8,6,15,18,14
DAL,DAL @ GSW,03/10/2012,L,240,87,28,75,37.3,10,23,43.5,21,26,80.8,8,31,39,20,7,3,21,18,-24
GSW,GSW vs. DAL,03/10/2012,W,240,111,40,74,54.1,10,25,40.0,21,25,84.0,3,41,44,23,17,2,16,20,24
NJN,NJN @ CHA,03/09/2012,W,240,83,30,83,36.1,4,22,18.2,19,26,73.1,18,38,56,17,4,8,14,15,9
CHA,CHA vs. NJN,03/09/2012,L,240,74,30,86,34.9,2,11,18.2,12,21,57.1,13,30,43,17,8,7,11,17,-9
OKC,OKC vs. CLE,03/09/2012,L,240,90,37,76,48.7,6,24,25.0,10,17,58.8,8,32,40,20,5,13,17,22,-6
CLE,CLE @ OKC,03/09/2012,W,240,96,38,91,41.8,5,17,29.4,15,24,62.5,21,30,51,19,13,3,14,17,6
MIN,MIN vs. LAL,03/09/2012,L,240,102,37,81,45.7,8,20,40.0,20,26,76.9,10,24,34,19,9,5,13,20,-3
LAL,LAL @ MIN,03/09/2012,W,240,105,39,82,47.6,6,18,33.3,21,27,77.8,17,28,45,22,5,8,17,16,3
DEN,DEN vs. NOH,03/09/2012,W,240,110,41,73,56.2,6,23,26.1,22,32,68.8,11,24,35,33,9,6,12,25,13
NOH,NOH @ DEN,03/09/2012,L,240,97,33,72,45.8,4,11,36.4,27,32,84.4,9,22,31,23,7,2,15,22,-13
MIL,MIL vs. NYK,03/09/2012,W,240,119,45,93,48.4,13,26,50.0,16,21,76.2,17,23,40,30,8,5,17,16,5
NYK,NYK @ MIL,03/09/2012,L,240,114,46,83,55.4,7,17,41.2,15,21,71.4,9,26,35,29,11,5,17,22,-5
SAC,SAC vs. DAL,03/09/2012,W,240,110,43,85,50.6,11,27,40.7,13,13,100.0,10,24,34,25,8,6,14,16,13
DAL,DAL @ SAC,03/09/2012,L,240,97,39,86,45.3,6,22,27.3,13,18,72.2,17,27,44,21,7,6,17,17,-13
DET,DET vs. ATL,03/09/2012,W,240,86,38,68,55.9,1,8,12.5,9,15,60.0,8,29,37,23,3,4,20,22,1
ATL,ATL @ DET,03/09/2012,L,240,85,31,73,42.5,8,19,42.1,15,22,68.2,9,15,24,19,15,5,10,17,-1
BOS,BOS vs. POR,03/09/2012,W,240,104,42,88,47.7,8,18,44.4,12,17,70.6,9,23,32,27,14,3,7,22,18
POR,POR @ BOS,03/09/2012,L,240,86,31,72,43.1,6,15,40.0,18,23,78.3,16,37,53,12,4,7,28,19,-18
SAS,SAS vs. LAC,03/09/2012,L,240,108,38,78,48.7,12,30,40.0,20,32,62.5,9,26,35,22,4,3,11,21,-12
LAC,LAC @ SAS,03/09/2012,W,240,120,43,84,51.2,14,27,51.9,20,24,83.3,9,32,41,20,7,0,10,23,12
UTA,UTA @ PHI,03/09/2012,L,240,91,34,84,40.5,3,11,27.3,20,24,83.3,14,28,42,15,8,7,11,20,-13
PHI,PHI vs. UTA,03/09/2012,W,240,104,41,78,52.6,3,7,42.9,19,27,70.4,10,36,46,26,8,5,14,15,13
PHX,PHX vs. DAL,03/08/2012,W,240,96,37,76,48.7,3,14,21.4,19,27,70.4,8,34,42,23,5,6,10,14,2
DAL,DAL @ PHX,03/08/2012,L,240,94,38,87,43.7,8,22,36.4,10,13,76.9,8,30,38,19,5,4,10,16,-2
CHI,CHI vs. ORL,03/08/2012,L,240,94,35,86,40.7,5,22,22.7,19,26,73.1,15,25,40,25,10,4,7,23,-5
ORL,ORL @ CHI,03/08/2012,W,240,99,32,76,42.1,11,26,42.3,24,31,77.4,17,32,49,17,3,4,15,17,5
UTA,UTA @ CHA,03/07/2012,W,240,99,39,87,44.8,1,7,14.3,20,24,83.3,16,27,43,23,10,3,12,27,6
CHA,CHA vs. UTA,03/07/2012,L,240,93,32,68,47.1,3,7,42.9,26,37,70.3,9,25,34,24,6,9,16,21,-6
PHX,PHX @ OKC,03/07/2012,L,240,104,38,84,45.2,3,19,15.8,25,34,73.5,16,32,48,28,4,7,18,23,-11
OKC,OKC vs. PHX,03/07/2012,W,240,115,40,91,44.0,8,26,30.8,27,32,84.4,15,29,44,18,11,10,15,24,11
LAL,LAL @ WAS,03/07/2012,L,240,101,32,81,39.5,8,21,38.1,29,37,78.4,9,33,42,21,9,6,13,16,-5
WAS,WAS vs. LAL,03/07/2012,W,240,106,43,92,46.7,7,26,26.9,13,19,68.4,17,34,51,24,7,7,13,24,5
TOR,TOR vs. HOU,03/07/2012,W,240,116,45,76,59.2,6,12,50.0,20,24,83.3,6,30,36,31,8,5,16,32,18
HOU,HOU @ TOR,03/07/2012,L,240,98,29,70,41.4,3,11,27.3,37,44,84.1,12,22,34,15,4,3,17,20,-18
MIN,MIN vs. POR,03/07/2012,W,240,106,37,78,47.4,13,23,56.5,19,26,73.1,15,32,47,23,5,1,13,12,12
POR,POR @ MIN,03/07/2012,L,240,94,44,93,47.3,3,23,13.0,3,4,75.0,12,25,37,27,7,4,9,23,-12
DEN,DEN vs. CLE,03/07/2012,L,240,99,35,81,43.2,4,20,20.0,25,32,78.1,10,36,46,23,7,5,18,19,-1
CLE,CLE @ DEN,03/07/2012,W,240,100,37,82,45.1,7,23,30.4,19,23,82.6,5,31,36,23,11,1,15,26,1
SAC,SAC vs. NOH,03/07/2012,W,240,99,38,76,50.0,8,23,34.8,15,23,65.2,8,21,29,20,13,2,14,17,1
NOH,NOH @ SAC,03/07/2012,L,240,98,42,77,54.5,3,9,33.3,11,12,91.7,11,30,41,23,8,2,23,20,-1
MIL,MIL vs. CHI,03/07/2012,L,240,104,42,88,47.7,5,15,33.3,15,19,78.9,16,19,35,29,12,4,10,15,-2
CHI,CHI @ MIL,03/07/2012,W,240,106,43,83,51.8,5,16,31.3,15,17,88.2,16,27,43,26,6,7,17,15,2
MIA,MIA vs. ATL,03/07/2012,W,240,89,35,80,43.8,0,10,0.0,19,25,76.0,13,28,41,16,16,7,14,12,3
ATL,ATL @ MIA,03/07/2012,L,240,86,35,76,46.1,8,23,34.8,8,9,88.9,9,27,36,14,9,2,22,22,-3
NJN,NJN vs. LAC,03/07/2012,W,240,101,33,72,45.8,10,25,40.0,25,31,80.6,9,25,34,24,10,3,18,23,1
LAC,LAC @ NJN,03/07/2012,L,240,100,35,76,46.1,11,22,50.0,19,27,70.4,9,29,38,17,10,3,17,21,-1
NYK,NYK @ SAS,03/07/2012,L,240,105,41,96,42.7,10,28,35.7,13,17,76.5,12,25,37,22,12,2,10,22,-13
SAS,SAS vs. NYK,03/07/2012,W,240,118,46,85,54.1,7,19,36.8,19,25,76.0,10,37,47,21,8,2,17,13,13
GSW,GSW vs. MEM,03/07/2012,L,240,92,35,79,44.3,8,18,44.4,14,23,60.9,11,28,39,23,2,4,15,20,-18
MEM,MEM @ GSW,03/07/2012,W,240,110,42,80,52.5,7,19,36.8,19,21,90.5,9,38,47,33,11,5,13,19,18
BOS,BOS @ PHI,03/07/2012,L,240,71,28,80,35.0,0,8,0.0,15,18,83.3,8,27,35,16,6,8,12,14,-32
PHI,PHI vs. BOS,03/07/2012,W,240,103,43,89,48.3,6,17,35.3,11,15,73.3,16,38,54,24,8,4,9,13,32
CHA,CHA vs. ORL,03/06/2012,W,240,100,38,80,47.5,4,10,40.0,20,27,74.1,13,33,46,25,8,8,12,17,16
ORL,ORL @ CHA,03/06/2012,L,240,84,31,80,38.8,13,35,37.1,9,17,52.9,14,27,41,18,4,5,18,25,-16
NYK,NYK @ DAL,03/06/2012,L,240,85,32,84,38.1,6,23,26.1,15,23,65.2,14,37,51,20,9,2,16,21,-10
DAL,DAL vs. NYK,03/06/2012,W,240,95,31,80,38.8,7,26,26.9,26,30,86.7,10,36,46,14,9,6,14,20,10
ATL,ATL @ IND,03/06/2012,W,240,101,38,83,45.8,8,19,42.1,17,22,77.3,14,31,45,23,5,5,15,28,5
IND,IND vs. ATL,03/06/2012,L,240,96,31,70,44.3,5,15,33.3,29,40,72.5,9,28,37,13,9,5,13,23,-5
MIA,MIA vs. NJN,03/06/2012,W,240,108,45,77,58.4,10,17,58.8,8,9,88.9,7,36,43,30,6,2,17,13,30
NJN,NJN @ MIA,03/06/2012,L,240,78,31,83,37.3,8,22,36.4,8,12,66.7,10,19,29,14,13,3,13,12,-30
DET,DET vs. LAL,03/06/2012,W,265,88,37,93,39.8,3,10,30.0,11,12,91.7,14,34,48,17,4,1,10,19,3
LAL,LAL @ DET,03/06/2012,L,265,85,34,81,42.0,3,22,13.6,14,17,82.4,13,38,51,22,4,8,13,15,-3
BOS,BOS vs. HOU,03/06/2012,W,265,97,35,81,43.2,4,14,28.6,23,31,74.2,4,34,38,26,10,2,14,21,5
HOU,HOU @ BOS,03/06/2012,L,265,92,32,83,38.6,5,19,26.3,23,29,79.3,14,43,57,18,8,2,20,25,-5
WAS,WAS vs. GSW,03/05/2012,L,240,100,36,85,42.4,8,22,36.4,20,36,55.6,19,28,47,25,11,4,15,16,-20
GSW,GSW @ WAS,03/05/2012,W,240,120,45,83,54.2,15,23,65.2,15,16,93.8,10,37,47,27,7,4,14,24,20
DAL,DAL @ OKC,03/05/2012,L,240,91,36,84,42.9,9,21,42.9,10,10,100.0,9,27,36,19,12,5,15,23,-4
OKC,OKC vs. DAL,03/05/2012,W,240,95,29,76,38.2,8,27,29.6,29,33,87.9,14,31,45,13,4,7,15,16,4
ORL,ORL @ TOR,03/05/2012,W,240,92,35,79,44.3,9,28,32.1,13,28,46.4,12,31,43,25,3,3,12,16,4
TOR,TOR vs. ORL,03/05/2012,L,240,88,32,79,40.5,8,20,40.0,16,20,80.0,10,32,42,22,8,3,13,28,-4
LAC,LAC @ MIN,03/05/2012,L,240,94,34,84,40.5,5,23,21.7,21,32,65.6,16,36,52,15,6,3,8,21,-1
MIN,MIN vs. LAC,03/05/2012,W,240,95,32,80,40.0,11,28,39.3,20,27,74.1,14,29,43,19,2,3,12,21,1
DEN,DEN vs. SAC,03/05/2012,W,265,119,40,88,45.5,11,27,40.7,28,35,80.0,12,35,47,33,9,8,15,20,3
SAC,SAC @ DEN,03/05/2012,L,265,116,45,98,45.9,12,27,44.4,14,21,66.7,14,35,49,28,8,7,18,27,-3
PHI,PHI @ MIL,03/05/2012,L,240,93,35,94,37.2,7,19,36.8,16,23,69.6,20,33,53,17,6,7,12,17,-4
MIL,MIL vs. PHI,03/05/2012,W,240,97,35,88,39.8,7,20,35.0,20,23,87.0,12,35,47,24,4,6,13,19,4
POR,POR vs. NOH,03/05/2012,W,240,86,31,72,43.1,6,22,27.3,18,24,75.0,8,35,43,19,8,5,12,22,12
NOH,NOH @ POR,03/05/2012,L,240,74,29,70,41.4,3,9,33.3,13,22,59.1,8,29,37,14,6,3,16,20,-12
CLE,CLE vs. UTA,03/05/2012,L,240,100,37,81,45.7,9,23,39.1,17,27,63.0,7,23,30,20,7,4,10,18,-9
UTA,UTA @ CLE,03/05/2012,W,240,109,40,80,50.0,5,9,55.6,24,29,82.8,13,33,46,24,6,7,14,25,9
CHI,CHI vs. IND,03/05/2012,W,240,92,33,78,42.3,9,15,60.0,17,27,63.0,18,42,60,20,5,8,17,19,20
IND,IND @ CHI,03/05/2012,L,240,72,27,79,34.2,3,16,18.8,15,22,68.2,7,25,32,18,11,7,8,18,-20
NJN,NJN @ CHA,03/04/2012,W,240,104,33,68,48.5,5,17,29.4,33,44,75.0,7,31,38,20,4,3,16,27,3
CHA,CHA vs. NJN,03/04/2012,L,240,101,31,80,38.8,2,14,14.3,37,39,94.9,13,26,39,21,8,5,9,28,-3
GSW,GSW @ TOR,03/04/2012,L,240,75,29,80,36.3,4,19,21.1,13,19,68.4,10,31,41,17,6,3,14,20,-8
TOR,TOR vs. GSW,03/04/2012,W,240,83,29,78,37.2,4,10,40.0,21,24,87.5,14,37,51,19,8,5,16,18,8
HOU,HOU vs. LAC,03/04/2012,L,265,103,37,86,43.0,10,20,50.0,19,24,79.2,12,31,43,19,9,3,12,25,-2
LAC,LAC @ HOU,03/04/2012,W,265,105,40,86,46.5,6,14,42.9,19,25,76.0,12,37,49,17,5,2,16,21,2
NYK,NYK @ BOS,03/04/2012,L,265,111,41,94,43.6,8,18,44.4,21,26,80.8,15,35,50,23,8,5,22,23,-4
BOS,BOS vs. NYK,03/04/2012,W,265,115,45,103,43.7,7,18,38.9,18,22,81.8,12,30,42,29,12,8,14,24,4
PHX,PHX vs. SAC,03/04/2012,W,240,96,40,88,45.5,5,12,41.7,11,16,68.8,14,39,53,17,3,9,15,16,8
SAC,SAC @ PHX,03/04/2012,L,240,88,38,99,38.4,2,13,15.4,10,14,71.4,16,33,49,16,7,4,9,16,-8
LAL,LAL vs. MIA,03/04/2012,W,240,93,35,71,49.3,5,17,29.4,18,25,72.0,13,31,44,19,7,10,18,17,10
MIA,MIA @ LAL,03/04/2012,L,240,83,33,88,37.5,7,24,29.2,10,15,66.7,18,17,35,22,10,5,12,23,-10
SAS,SAS vs. DEN,03/04/2012,L,240,94,32,72,44.4,10,27,37.0,20,27,74.1,5,35,40,22,6,6,14,22,-5
DEN,DEN @ SAS,03/04/2012,W,240,99,36,86,41.9,6,17,35.3,21,28,75.0,10,39,49,19,6,6,9,26,5
CHI,CHI @ PHI,03/04/2012,W,240,96,39,82,47.6,7,16,43.8,11,16,68.8,9,36,45,21,2,6,14,18,5
PHI,PHI vs. CHI,03/04/2012,L,240,91,38,97,39.2,1,11,9.1,14,17,82.4,18,32,50,26,5,4,6,15,-5
DET,DET @ MEM,03/03/2012,L,240,83,29,76,38.2,2,9,22.2,23,29,79.3,14,24,38,15,6,3,21,18,-17
MEM,MEM vs. DET,03/03/2012,W,240,100,37,75,49.3,6,11,54.5,20,22,90.9,7,25,32,19,8,9,14,24,17
WAS,WAS vs. CLE,03/03/2012,W,240,101,40,87,46.0,8,21,38.1,13,21,61.9,15,37,52,26,10,9,18,24,3
CLE,CLE @ WAS,03/03/2012,L,240,98,37,83,44.6,8,21,38.1,16,26,61.5,11,32,43,18,9,4,14,17,-3
IND,IND @ NOH,03/03/2012,W,240,102,35,80,43.8,9,19,47.4,23,32,71.9,15,34,49,24,8,10,14,17,18
